shopID,price,districtID,dishID,numLike,numOK,numDislike,tasteAvg,environmentAvg,serviceAvg,shopInfo,moneyAvg,scoreWhole
11002,41to100,1019,,10,1,4,2.93,4.07,3.53,3.87,2.93,3.23
10570,41to100,3007,,35,10,2,3.54,3.93,3.6,3.85,3.27,3.57
10942,41to100,2003, 1034,14,18,13,3.2,3.24,3.18,3.19,2.81,3.13
10974,41to100,2008,,5,5,2,2.75,3.33,2.83,3.33,3.33,2.95
10169,10to$15,3007,,25,6,17,2.98,3.53,3.04,3.4,2.7,3.04
10997,41to100,2008,,36,6,3,3.73,3.22,4.16,3.51,3.51,3.63
11131,41to100,2010,,83,42,19,3.4,3.68,3.23,3.48,3.06,3.35
11003,41to100,1019,,4,1,3,2.5,2.88,3.0,3.0,2.38,2.63
11177,41to100,1019,,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10988,41to100,1019,,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10381,10to$15,1019,,168,56,42,3.56,3.88,3.29,3.55,3.07,3.46
11718,Below40,2008, 1003,88,44,19,3.57,3.6,3.25,3.55,3.1,3.44
10639,41to100,2008, 1005 1010,106,47,51,3.51,3.32,2.88,3.49,2.97,3.3
5114,41to100,2008,,35,5,31,2.94,3.13,3.13,3.28,2.82,2.98
1078,41to100,3001,,139,34,28,3.77,3.06,3.0,3.0,3.53,3.42
2685,10to$15,3006, 1022,97,14,15,3.88,3.55,3.5,3.6,3.57,3.68
8774,10to$15,3003, 1022,64,20,32,3.33,3.12,2.72,3.07,3.19,3.14
39571,,7307,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10429,Below40,2009,,5,3,6,2.64,2.5,2.79,2.36,2.57,2.67
6302,Below40,3008, 1039,33,12,7,3.74,2.99,3.28,3.36,3.68,3.48
11620,15to$30,2002,,56,5,17,3.72,4.12,3.86,4.05,3.62,3.78
1793,30to$50,2010, 1032,164,64,51,3.38,3.6,3.61,3.75,3.31,3.44
10754,10to$15,2003, 1034,61,38,13,3.5,3.76,3.36,3.76,3.12,3.46
12131,41to100,3008, 1009 1033,35,10,8,3.92,3.36,3.28,3.43,3.7,3.66
12132,41to100,3008, 1011,32,6,3,3.88,3.37,2.78,3.07,3.88,3.54
11487,10to$15,3002,,5,6,8,2.68,2.84,2.47,3.32,2.68,2.78
11762,15to$30,3002, 1009,16,6,8,3.27,3.93,3.3,3.83,2.8,3.33
10496,41to100,3002,,6,14,47,2.27,2.88,1.89,2.69,2.12,2.29
777,10to$15,2001, 1009 1016 1036,3,1,7,2.45,3.0,2.55,3.27,2.09,2.43
10218,41to100,3003,,16,11,14,2.85,3.41,3.24,3.34,2.71,2.97
10342,41to100,2010, 1014,16,10,21,2.53,3.35,2.55,3.14,2.32,2.65
3970,30to$50,1003, 1032 1034,122,32,16,3.97,3.53,3.62,3.86,3.29,3.74
14356,15to$30,1019, 1034,17,3,2,3.91,3.77,4.0,3.91,3.36,3.8
14550,41to100,1019,,28,11,5,3.64,3.11,3.32,3.55,3.57,3.48
5558,15to$30,2008,,15,5,9,3.62,3.17,2.59,3.24,2.66,3.23
5847,10to$15,1003,,50,20,6,3.91,4.09,3.97,4.22,3.08,3.83
16718,15to$30,1009,,38,11,8,3.54,4.09,3.93,3.95,3.12,3.61
11676,15to$30,2008,,15,4,6,3.36,3.92,3.4,3.6,3.32,3.43
15922,41to100,1022, 1036,3,3,1,3.0,3.43,3.43,3.29,3.43,3.16
10374,10to$15,1019, 1009 1003,22,21,8,3.31,3.61,3.02,3.55,2.98,3.27
12826,15to$30,2010, 1036 1001,109,71,70,3.33,3.18,2.84,3.15,2.8,3.12
812,30to$50,1022, 1036,43,4,2,4.4,4.11,4.11,4.45,3.38,4.17
3246,15to$30,1015,,15,2,3,3.8,4.35,4.05,3.92,3.25,3.78
2357,10to$15,2029, 1009 1036,8,8,9,3.36,3.0,2.8,3.46,2.84,3.23
12821,15to$30,3005, 1009,37,3,12,3.54,4.08,3.31,3.81,3.02,3.54
5298,10to$15,2028,,45,26,12,3.61,3.42,3.28,3.35,2.77,3.37
16379,Below40,1022,,3,3,0,3.5,3.83,3.0,3.67,3.67,3.48
2665,15to$30,2008, 1036 1041,33,19,25,3.43,3.88,3.14,3.7,2.61,3.33
4187,41to100,1022, 1036,22,10,8,3.42,3.13,2.88,3.15,3.03,3.19
13738,10to$15,2026, 1017 1009,72,63,29,3.25,3.69,3.33,3.65,2.93,3.3
13577,41to100,2026,,65,50,23,3.15,3.4,3.0,3.38,3.34,3.2
13504,10to$15,2028,,64,37,37,3.15,3.17,3.31,3.18,3.03,3.12
13025,41to100,3007, 1036,18,9,7,3.38,4.0,3.26,3.53,2.62,3.33
10753,10to$15,3018, 1034,47,36,20,3.38,3.74,3.19,3.54,3.15,3.36
7559,41to100,2008, 1031,87,18,13,3.73,3.47,3.37,3.68,3.45,3.58
9638,15to$30,1009, 1008 1009 1019,26,5,12,3.23,3.81,3.6,3.59,3.01,3.39
28496,Below40,7202, 1010,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11064,Below40,1003,,59,22,6,3.79,3.44,3.37,3.56,3.16,3.56
4165,Below40,3007,,19,2,0,3.98,3.1,3.43,3.5,4.33,3.75
1500,41to100,2026, 1040,134,48,16,3.73,2.81,3.42,3.09,3.69,3.46
11236,10to$15,1009,,16,13,4,3.42,3.05,3.42,3.27,3.91,3.38
11192,Below40,1013,,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2731,41to100,1023, 1022,28,18,4,3.58,3.48,3.39,3.54,3.27,3.46
11013,41to100,1023,,12,5,6,3.35,3.48,3.22,3.43,2.83,3.26
19184,Below40,2028,,5,3,0,3.63,3.38,4.0,4.0,4.0,3.7
21860,Below40,2029,,41,14,4,3.66,3.36,3.54,3.59,3.51,3.55
1868,41to100,1003, 1017 1036,420,101,48,3.86,2.94,3.03,2.73,3.7,3.44
10981,41to100,3007,,71,28,10,3.54,3.34,3.29,3.5,3.33,3.42
11532,Below40,2010, 1003,58,31,14,3.48,2.87,2.84,2.96,3.16,3.19
6358,41to100,1014, 1009 1010 1033,10,3,7,2.85,3.35,2.95,3.25,2.95,3.05
11426,Below40,1013, 1014 1003 1006,40,7,2,4.04,3.31,3.92,3.69,3.88,3.82
12132,41to100,3008, 1011,32,6,3,3.88,3.37,2.78,3.07,3.88,3.54
47502,10to$15,1022,,0,6,1,2.43,3.29,3.14,3.5,2.93,2.76
12714,Below40,4002,,36,14,13,3.38,3.3,3.25,3.47,3.02,3.3
6868,Below40,2004, 1010,118,24,5,3.9,2.59,3.21,2.67,4.61,3.55
1868,41to100,1003, 1017 1036,420,101,48,3.86,2.94,3.03,2.73,3.7,3.44
12431,Below40,1018, 1010,10,0,2,3.58,3.17,3.58,3.08,3.5,3.41
11291,Below40,2019, 1041,185,60,15,3.83,2.58,2.87,2.71,3.98,3.4
6879,Below40,2004,,69,14,4,3.91,2.7,3.23,3.07,3.95,3.54
11948,Below40,2005,,200,21,7,4.24,2.94,4.34,3.39,4.15,3.94
1818,Below40,3018, 1010,21,16,9,3.33,2.76,3.15,2.8,3.17,3.12
29241,Below40,7204,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1167,Below40,1022,,17,8,1,3.6,3.23,3.19,3.38,3.5,3.44
11198,Below40,2028,,8,3,0,3.91,2.91,4.0,3.45,4.09,3.71
3708,41to100,3007, 1022,97,26,30,3.61,3.79,3.56,3.73,3.08,3.53
9953,41to100,2010, 1010,51,42,31,3.07,3.44,3.12,3.52,3.05,3.14
7715,41to100,1010,,23,3,2,3.46,4.21,3.29,3.71,3.18,3.5
22639,41to100,2011, 1003,49,13,7,4.25,3.16,3.06,3.54,3.01,3.67
10778,41to100,1019,,18,4,8,3.13,3.25,3.03,3.03,3.08,3.08
5977,10to$15,2010,,24,18,16,3.2,3.05,3.05,3.19,3.1,3.11
35133,Below40,7201, 1006,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3607,15to$30,1022,,7,2,1,3.6,3.6,3.5,3.7,3.5,3.66
12093,41to100,2008,,14,13,9,3.19,3.61,3.11,3.5,2.67,3.19
35144,Below40,7109,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27118,41to100,2020, 1036,5,5,1,3.45,3.45,2.91,3.45,3.45,3.38
3608,41to100,1010, 1033,6,0,0,4.17,4.67,4.0,3.5,3.83,4.07
29745,Below40,7201,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8695,41to100,1017,,13,0,0,4.38,3.23,4.31,4.15,3.38,4.05
7532,15to$30,2008, 1008 1014 1015,47,2,16,3.74,4.11,3.93,4.15,3.01,3.73
2903,15to$30,3006, 1008 1014 1017 1022,31,5,6,3.74,3.69,3.67,3.83,3.52,3.69
7615,15to$30,1003,,26,4,9,3.82,3.85,3.51,3.96,3.27,3.7
31439,41to100,2008, 1037,9,14,16,2.64,3.1,2.85,3.05,2.69,2.74
10262,30to$50,2015, 1032,151,38,40,3.81,3.96,3.73,3.92,3.31,3.73
3423,10to$15,2008, 1001 1036,62,28,12,3.47,3.44,3.08,3.33,3.36,3.35
14867,15to$30,2002, 1014,114,47,8,3.89,3.66,3.74,3.91,3.33,3.74
8265,41to100,3020,,27,13,17,3.24,3.83,3.08,3.49,2.88,3.24
10019,15to$30,1019, 1034,47,12,6,3.92,3.82,3.54,4.15,3.33,3.78
5358,41to100,1019,,63,28,24,3.23,4.03,3.46,3.75,2.95,3.34
373,41to100,3007,,36,5,6,3.71,3.74,3.26,3.64,3.09,3.54
12528,10to$15,2005, 1016 1036,10,2,2,3.79,3.93,3.5,4.14,3.21,3.62
294,15to$30,2008, 1036,28,9,1,3.95,3.82,3.87,4.18,3.42,3.85
10711,41to100,2004,,14,3,5,3.59,3.55,3.41,3.5,3.36,3.49
10520,10to$15,2003,,72,15,15,3.53,3.83,3.61,3.8,3.07,3.52
11409,10to$15,2029,,77,15,4,3.97,3.6,3.76,3.84,3.4,3.78
10520,10to$15,2003,,72,15,15,3.53,3.83,3.61,3.8,3.07,3.52
15197,Below40,2003, 1003 1010,3,0,5,2.88,3.75,2.75,3.5,2.5,2.97
9875,10to$15,2010,,99,40,26,3.4,3.48,3.46,3.57,3.04,3.36
1507,30to$50,1011, 1032,237,59,50,3.98,3.92,4.05,4.27,3.3,3.9
14743,41to100,2001, 1030,5,3,1,3.56,2.89,3.11,3.11,3.11,3.28
13577,41to100,2026,,65,50,23,3.15,3.4,3.0,3.38,3.34,3.2
437,41to100,1019,,196,62,46,3.55,3.23,2.96,3.33,3.61,3.38
13945,10to$15,2026, 1022,43,38,16,3.31,3.62,3.08,3.6,2.79,3.26
12643,41to100,2001, 1009 1036,24,11,15,3.4,2.32,2.84,2.5,3.24,3.03
27514,Below40,7109,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13865,,2026, 1036,19,6,12,3.16,3.57,3.32,3.7,2.59,3.19
2037,10to$15,2010, 1036,24,7,5,3.65,3.56,3.0,3.47,2.88,3.41
3707,41to100,2010, 1022,38,15,11,3.44,3.72,3.42,3.75,3.17,3.43
9941,41to100,2030,,44,12,12,3.57,3.4,3.13,3.49,3.26,3.44
3661,15to$30,1019, 1009 1036,9,9,9,3.15,3.67,3.22,3.59,2.78,3.2
13093,Below40,2026, 1013 1014,8,3,6,2.53,2.71,2.85,2.71,3.21,2.66
21300,41to100,1004, 1035,89,28,12,3.95,3.41,3.4,3.69,3.34,3.68
2545,41to100,1019, 1010 1006,23,20,30,2.79,2.81,2.37,2.88,2.41,2.68
468,Below40,2013, 1014,411,75,58,3.91,3.13,3.31,3.44,4.02,3.66
9765,15to$30,3007, 1019 1022,59,12,25,3.4,3.88,3.11,3.8,3.15,3.4
16224,Below40,2026,,18,8,4,3.7,2.63,3.77,3.23,3.67,3.48
13290,Below40,3003, 1014,53,18,4,3.67,2.76,3.67,3.21,3.35,3.42
11307,10to$15,2010, 1001 1017 1019 1032 1034,10,9,39,2.26,1.78,1.86,1.78,2.59,2.1
13085,10to$15,2008, 1036 1001,79,42,29,3.43,3.46,3.06,3.38,3.34,3.34
1889,Below40,2019, 1014,245,45,12,3.86,3.21,3.29,3.38,4.05,3.64
13560,Below40,1008, 1003,27,8,0,3.97,2.89,3.36,3.03,4.01,3.62
11948,Below40,2005,,200,21,7,4.24,2.94,4.34,3.39,4.15,3.94
14081,Below40,2005, 1003,56,26,15,3.43,3.39,3.31,3.34,2.87,3.31
8472,Below40,3017, 1010 1018,19,15,6,3.15,3.35,2.97,3.3,3.13,3.14
10100,Below40,3018,,276,135,57,3.57,2.63,2.99,2.94,3.74,3.29
8103,Below40,3007,,326,93,19,3.81,3.6,3.18,3.67,4.12,3.69
8472,Below40,3017, 1010 1018,19,15,6,3.15,3.35,2.97,3.3,3.13,3.14
17278,41to100,2010, 1022,33,26,3,3.48,3.54,3.44,3.44,3.29,3.42
11453,Below40,3015, 1003,105,29,10,3.78,3.44,3.33,3.45,3.72,3.62
12193,Below40,3018, 1003,31,16,7,3.43,3.16,3.15,3.39,3.44,3.31
11307,10to$15,2010, 1001 1017 1019 1032 1034,10,9,39,2.26,1.78,1.86,1.78,2.59,2.1
12333,41to100,1004, 1011,23,15,5,3.4,3.19,3.21,3.33,3.33,3.29
6203,15to$30,1019, 1009,263,51,55,3.78,3.96,3.64,3.93,3.36,3.72
10450,41to100,2019, 1034,46,68,105,2.11,2.4,2.32,2.37,3.25,2.32
9765,15to$30,3007, 1019 1022,59,12,25,3.4,3.88,3.11,3.8,3.15,3.4
12026,10to$15,3003,,5,3,2,3.4,3.8,3.1,3.2,3.6,3.39
22984,Below40,3003,,20,13,4,3.68,2.95,3.16,3.22,3.32,3.39
18593,41to100,2003,,35,20,13,3.26,3.06,3.16,3.49,3.26,3.22
10163,41to100,3017,,21,12,22,2.85,3.15,2.82,3.11,2.71,2.87
2886,41to100,3015,,18,10,54,2.4,2.63,1.77,2.54,2.35,2.32
6719,30to$50,2008, 1008 1009,78,14,10,3.93,4.08,3.94,4.01,3.01,3.81
5986,Below40,4004,,131,51,15,3.66,3.38,3.5,3.47,3.7,3.56
2464,41to100,1019, 1009 1036 1001,74,22,16,3.66,3.56,3.19,3.44,3.49,3.49
3154,15to$30,2008,,26,3,12,3.49,3.56,3.1,3.56,2.8,3.33
1602,41to100,1023,,11,10,11,3.56,3.16,2.66,3.28,2.75,3.22
12184,10to$15,2008, 1034,121,54,57,3.54,3.35,3.06,3.28,3.12,3.33
1420,30to$50,2008, 1032 1034,27,7,13,3.77,3.36,3.81,4.21,2.96,3.69
13085,10to$15,2008, 1036 1001,79,42,29,3.43,3.46,3.06,3.38,3.34,3.34
1824,Below40,4004, 1006 1010,4,0,1,3.8,2.6,2.8,2.8,3.8,3.28
2938,30to$50,2008, 1032,169,14,20,4.17,4.39,4.24,4.45,3.49,4.12
90,Below40,2028, 1014,1314,352,231,4.03,2.78,2.92,3.13,3.42,3.51
517,30to$50,2008, 1032,95,40,45,3.46,3.72,3.47,3.89,3.05,3.47
10118,30to$50,2008, 1009 1034,12,1,1,3.64,4.14,4.14,3.71,2.79,3.64
10077,41to100,2008, 1041,176,83,82,3.47,3.34,3.08,3.48,3.05,3.31
10812,10to$15,1019,,48,16,33,3.34,3.41,2.94,3.55,3.19,3.27
3223,15to$30,2008, 1019,80,17,22,3.63,3.5,3.38,3.64,2.89,3.45
12163,Below40,1019,,5,7,10,2.95,2.91,2.41,2.95,2.95,2.85
11481,10to$15,2008,,12,11,16,3.0,3.92,2.59,3.44,2.54,3.03
4045,41to100,2002, 1010 1018,36,25,32,3.2,3.27,2.6,3.35,2.27,3.0
13168,Below40,2008, 1015,68,21,3,3.96,3.29,3.63,3.49,3.01,3.63
10755,41to100,2008,,10,12,7,2.69,2.83,3.03,3.07,3.41,2.86
9869,15to$30,2008, 1032,238,75,46,3.57,3.47,3.47,3.78,3.22,3.49
5966,15to$30,2008, 1022,153,59,86,3.22,3.77,3.23,3.55,2.99,3.27
14534,15to$30,2008,,183,52,28,3.71,3.87,3.51,3.8,3.21,3.62
10240,41to100,2008,,55,47,65,3.01,3.23,2.72,3.4,2.54,2.95
13288,41to100,2003, 1005 1010,54,54,25,3.34,3.3,3.01,3.47,2.82,3.2
13168,Below40,2008, 1015,68,21,3,3.96,3.29,3.63,3.49,3.01,3.63
12350,10to$15,2019, 1034,65,34,26,3.51,3.09,2.86,3.28,3.52,3.32
17592,Below40,3015, 1006 1014 1015,25,14,1,3.58,3.7,3.46,3.51,2.92,3.46
12792,41to100,2008,,75,14,10,3.69,4.12,3.47,4.01,3.39,3.68
15995,41to100,1019, 1015,27,15,2,3.7,3.43,3.34,3.55,2.86,3.47
17179,15to$30,3018, 1022,73,30,34,3.14,3.79,3.05,3.46,3.33,3.24
12660,41to100,2008,,6,10,17,2.3,2.79,2.88,2.8,2.55,2.49
37965,Below40,3015,,113,7,5,4.36,3.55,4.54,4.1,4.03,4.18
14673,10to$15,2010, 1019,79,30,26,3.55,3.47,3.47,3.52,2.93,3.4
3706,41to100,3015, 1022,14,7,2,3.61,3.65,3.57,3.74,3.13,3.53
15753,41to100,3017, 1020,4,7,9,2.85,3.25,2.85,3.25,2.0,2.76
16517,15to$30,1002,,112,27,10,3.91,4.33,3.88,3.97,3.21,3.85
16836,41to100,3017, 1037,29,49,31,2.84,3.35,2.91,3.3,2.87,2.94
17512,41to100,2008, 1010,10,20,16,2.91,3.63,2.7,3.41,3.02,3.02
14792,10to$15,2008, 1034,85,54,43,3.3,3.83,3.16,3.58,2.92,3.3
39170,10to$15,2008,,59,53,17,3.5,3.83,3.53,3.92,2.96,3.47
9956,10to$15,3017, 1009 1036 1001,32,19,12,3.32,3.71,3.02,3.52,3.35,3.32
14086,41to100,3017, 1036,25,8,9,3.34,3.65,3.15,3.42,2.87,3.29
1461,41to100,3017, 1036,34,18,10,3.52,3.85,3.47,3.73,2.94,3.47
12184,10to$15,2008, 1034,121,54,57,3.54,3.35,3.06,3.28,3.12,3.33
3702,41to100,3018, 1022,62,13,7,3.7,3.93,3.72,3.87,3.27,3.66
13642,41to100,2026,,35,26,6,3.61,3.04,2.97,3.33,2.96,3.3
10057,10to$15,3017,,89,36,16,3.48,3.84,3.57,3.79,3.18,3.5
13258,41to100,3015, 1036,10,7,6,2.78,2.83,2.61,2.85,3.09,2.78
20168,41to100,3018,,31,16,4,3.61,3.48,3.4,3.58,3.35,3.5
14792,10to$15,2008, 1034,85,54,43,3.3,3.83,3.16,3.58,2.92,3.3
14918,41to100,2010,,14,4,1,3.58,3.79,3.95,3.68,3.53,3.62
13486,41to100,3015,,106,42,18,3.85,2.88,3.16,3.18,3.55,3.49
11175,41to100,1011, 1035,222,63,22,3.97,3.31,3.63,3.65,2.88,3.63
13029,10to$15,2008, 1034,99,43,26,3.67,3.45,3.25,3.42,3.21,3.48
12849,41to100,3005, 1034,20,10,9,3.33,3.15,3.62,3.36,3.18,3.26
14140,Below40,3003, 1004,96,29,23,3.89,2.31,2.41,2.55,3.74,3.29
12885,10to$15,2010, 1009 1033,56,30,30,3.39,3.41,2.93,3.45,2.94,3.25
14139,41to100,3015,,59,11,14,3.58,3.83,3.65,3.63,3.36,3.56
16306,Below40,3018, 1010,24,12,3,3.41,3.33,3.13,3.31,3.21,3.3
25363,41to100,2028, 1011,12,5,3,3.5,3.0,3.2,3.25,3.15,3.29
13570,Below40,3018, 1039,14,6,2,3.57,2.91,3.14,3.07,4.2,3.41
8999,10to$15,2008, 1019 1032,113,48,82,2.99,3.05,2.79,2.88,3.2,2.95
8926,Below40,2016, 1006,2,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
544,41to100,2008, 1033,117,41,17,3.76,2.79,3.34,2.98,3.7,3.44
9008,41to100,2028, 1009 1036,14,1,0,3.93,2.93,3.87,3.27,3.93,3.67
9583,41to100,3019, 1009 1036,5,10,2,3.41,3.0,2.71,2.71,3.53,3.14
23742,Below40,8808,,13,1,3,4.12,4.29,3.76,4.29,2.88,3.91
10277,15to$30,1026, 1034,14,9,11,3.41,2.94,2.94,3.18,2.88,3.16
932,10to$15,1019,,49,17,12,3.37,3.41,3.31,3.46,3.35,3.34
282,41to100,1005, 1036,21,2,0,3.83,4.09,4.39,4.22,4.0,4.0
3006,10to$15,1005,,42,4,5,3.88,3.54,3.92,3.9,4.01,3.83
6715,Below40,1019,,158,23,27,3.66,3.84,3.8,3.82,3.14,3.62
6929,41to100,1019,,38,10,21,3.38,2.73,2.88,3.14,3.13,3.14
2837,41to100,2029, 1010 1018,37,13,7,3.5,2.78,3.02,2.96,3.27,3.23
3823,Below40,1003, 1010,172,57,15,3.71,3.39,3.28,3.51,4.1,3.61
6121,Below40,1022, 1004,55,15,5,3.99,2.44,3.17,3.06,3.61,3.48
3552,41to100,1003, 1033,36,9,1,4.0,2.87,3.59,3.35,3.52,3.63
10383,41to100,3018,,71,28,21,3.48,3.36,3.1,3.24,3.29,3.34
3485,41to100,1005, 1009 1036,3,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1637,Below40,2002,,45,22,15,3.28,3.34,3.15,3.24,3.17,3.21
10382,Below40,1003,,1,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1104,Below40,1022, 1014,7,0,1,3.13,3.13,2.88,3.5,3.13,3.1
11211,Below40,2010,,266,34,11,4.05,3.02,3.22,3.24,4.06,3.69
13136,Below40,2019, 1014,52,15,11,3.61,2.63,3.25,2.81,4.02,3.37
27496,,7502,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1215,Below40,3006,,12,3,1,3.25,3.63,2.75,3.31,3.5,3.21
1215,Below40,3006,,12,3,1,3.25,3.63,2.75,3.31,3.5,3.21
7585,Below40,2008, 1003,22,6,4,3.58,3.56,3.38,3.7,3.55,3.51
12055,Below40,2028, 1014,32,16,12,3.33,2.95,2.93,3.1,3.53,3.2
16064,Below40,1003, 1004,95,49,7,3.49,2.99,3.36,3.2,3.66,3.37
11068,Below40,1003, 1003,70,13,9,3.75,3.29,3.2,3.41,2.76,3.43
8600,Below40,2009,,18,5,2,3.76,3.16,3.36,3.2,3.76,3.56
10918,Below40,2019, 1014,155,85,63,3.39,2.67,2.73,2.87,2.74,3.03
49119,Below40,2008,,27,9,7,3.65,3.79,4.12,4.05,3.37,3.71
37650,Below40,2010, 1003,41,54,41,2.85,3.25,3.35,3.39,3.08,3.03
37737,10to$15,1019,,43,17,9,3.68,3.96,3.71,3.93,3.06,3.62
9955,15to$30,2015, 1001,83,16,10,4.03,2.78,3.3,2.95,3.43,3.53
24898,,8809,,8,2,0,4.1,2.8,3.3,3.0,4.0,3.69
11910,10to$15,3012, 1036,46,17,7,3.76,2.73,2.99,2.93,3.66,3.37
29686,41to100,7209,,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9955,15to$30,2015, 1001,83,16,10,4.03,2.78,3.3,2.95,3.43,3.53
20798,Below40,1022,,9,5,1,3.67,2.53,3.13,2.73,3.1,3.23
90,Below40,2028, 1014,1314,352,231,4.03,2.78,2.92,3.13,3.42,3.51
7533,Below40,2006, 1009 1010,51,16,6,3.84,2.59,3.03,2.6,3.9,3.39
17691,10to$15,3018, 1001,7,3,0,4.4,3.0,3.5,3.5,2.9,3.73
20514,Below40,2004, 1010,7,9,4,3.2,2.85,2.58,2.83,4.03,3.11
13253,Below40,2010, 1003,41,21,3,3.72,3.0,3.12,2.98,4.02,3.47
22151,15to$30,2029, 1024 1001,39,13,9,3.69,3.52,3.7,3.72,3.1,3.59
26557,41to100,3018, 1022,164,50,27,3.55,3.35,3.14,3.45,4.3,3.52
10005,Below40,1022,,68,17,8,3.95,2.39,3.01,2.68,3.26,3.35
12855,41to100,2010,,57,58,76,3.1,3.1,2.45,3.16,2.54,2.92
28102,10to?15,7105,,1,5,3,3.0,3.11,2.56,3.11,3.11,2.95
14665,10to$15,3018, 1036 1001,44,31,14,3.49,3.37,3.12,3.43,3.13,3.33
10990,41to100,4002, 1035,69,24,13,3.63,3.33,3.31,3.48,2.94,3.44
7238,Below40,1014, 1003,71,24,17,3.67,3.48,3.37,3.63,3.03,3.48
29394,41to100,7108, 1022,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
28841,Below40,7302, 1010,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5522,Below40,1003, 1003,241,91,31,3.79,3.14,3.17,3.31,3.32,3.49
13649,10to$15,1019, 1034,81,27,15,3.75,3.51,3.43,3.6,3.38,3.58
12152,Below40,1026, 1010,228,93,36,3.87,2.91,3.48,3.15,3.41,3.52
15255,30to$50,2008, 1034,64,18,15,4.11,3.96,3.53,4.02,3.2,3.85
23767,Below40,8808,,4,1,3,3.88,3.75,3.63,3.75,3.13,3.71
31252,Below40,3003, 1014,11,1,1,3.5,2.54,3.35,3.0,3.31,3.26
5559,10to$15,1001,,29,5,7,3.76,3.46,3.51,3.61,2.95,3.53
90,Below40,2028, 1014,1314,352,231,4.03,2.78,2.92,3.13,3.42,3.51
13586,41to100,2028, 1033,40,11,16,3.55,2.78,3.06,3.13,3.03,3.27
2674,41to100,3018, 1041 1005,24,10,9,3.21,2.72,3.07,2.95,3.6,3.11
10298,15to$30,1003,,34,4,3,4.0,3.85,3.67,3.98,3.44,3.83
1889,Below40,2019, 1014,245,45,12,3.86,3.21,3.29,3.38,4.05,3.64
7945,Below40,1003, 1003,37,7,4,3.99,3.31,3.71,3.87,3.09,3.69
23967,41to100,8904,,66,48,88,3.03,2.38,2.42,2.47,2.52,2.71
23731,Below40,8808,,5,0,1,4.17,3.5,3.67,4.5,4.0,4.02
9946,10to$15,3007, 1034,70,52,16,3.41,3.74,3.44,3.78,3.08,3.42
12736,Below40,1019, 1003,148,35,8,3.98,3.39,3.84,3.79,3.59,3.78
12024,15to$30,2008, 1035,65,17,10,3.75,3.97,3.67,4.0,3.12,3.68
11336,Below40,2029,,10,7,2,3.53,2.68,3.47,2.84,3.58,3.31
6218,10to$15,3018,,160,49,32,3.65,3.8,3.52,3.78,3.09,3.56
5522,Below40,1003, 1003,241,91,31,3.79,3.14,3.17,3.31,3.32,3.49
10072,Below40,1003, 1013,211,31,8,4.08,3.33,3.24,3.25,3.67,3.69
5522,Below40,1003, 1003,241,91,31,3.79,3.14,3.17,3.31,3.32,3.49
10703,41to100,1019,,23,11,4,3.42,3.91,3.28,3.67,3.21,3.44
15790,41to100,2022, 1010,11,2,1,4.11,3.29,4.39,3.71,4.25,3.97
12508,41to100,2026,,5,2,0,4.0,3.57,3.21,3.86,3.36,3.72
2899,15to$30,1003,,13,5,7,3.28,3.36,3.08,3.44,2.92,3.21
1047,10to$15,1022,,6,0,0,3.83,4.5,4.5,4.5,3.33,3.97
13947,10to$15,1019, 1034,103,51,25,3.65,3.01,3.23,3.45,3.03,3.39
12102,41to100,1019,,2,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12097,15to$30,1019, 1034 1072,214,75,37,3.76,3.76,3.44,3.77,3.03,3.59
10921,Below40,2019, 1010,42,15,1,4.12,3.24,3.62,3.64,3.66,3.8
10413,Below40,2005, 1010,62,34,16,3.61,2.79,3.0,3.01,3.12,3.26
10921,Below40,2019, 1010,42,15,1,4.12,3.24,3.62,3.64,3.66,3.8
10995,Below40,1019,,7,0,2,3.44,3.78,3.33,3.17,2.39,3.27
10561,Below40,2028, 1010,105,36,25,3.53,3.08,3.3,3.3,3.83,3.42
12786,10to$15,1019, 1034,51,10,8,3.78,3.04,3.77,3.5,3.38,3.56
6282,10to$15,1019,,188,77,39,3.69,3.82,3.43,3.79,3.21,3.59
