CommentID,userID,shopID,shopDistrID,tasteScore,enviScore,serviceScore,hygieneScore,moneyScore
44969,17031,2910,3007,4,3,4,3,4
87464,17031,14744,2005,3,4,4,4,4
102271,17031,14454,1008,4,4,1,3,3
87463,17031,10744,2010,3,3,3,4,3
95027,17031,14645,3005,2,3,4,4,3
160861,17031,18533,2010,2,3,3,3,3
111149,17031,2109,1008,2,3,3,2,1
41033,17031,10350,1019,2,3,2,2,2
24016,17031,9780,2011,1,3,2,4,2
2176070,17033,26082,2010,4,4,5,4,4
1979308,17033,14642,1003,4,5,5,4,3
60825,17033,9869,2008,4,4,3,4,2
2121863,17033,3953,2019,4,2,3,3,3
2207365,17033,49147,1003,4,3,2,3,2
2176133,17033,51254,1019,3,3,4,4,3
1979334,17033,1441,2001,4,2,1,2,2
1970451,17033,15875,2010,3,3,2,3,3
1933011,17033,11175,1011,3,3,3,3,2
87111,17033,6952,3003,3,3,3,2,3
82289,17033,13899,3017,3,3,2,3,3
70389,17033,13276,2005,3,3,3,3,2
51828,17033,3540,2010,3,3,3,3,2
46234,17033,436,2010,3,3,2,3,3
23945,17033,61,2002,3,4,3,3,1
2198272,17033,37757,2015,3,2,1,3,3
2176059,17033,10577,1003,3,2,2,2,3
2172146,17033,5182,1019,3,3,2,3,1
1926248,17033,25230,1014,3,2,2,3,2
1867022,17033,10318,1019,3,4,1,3,1
2190684,17033,30643,1019,3,1,1,3,3
32823,17041,10392,2008,5,5,5,5,4
25183,17041,10392,2008,5,5,5,5,4
180074,17041,3537,2008,5,5,5,5,3
39552,17041,3387,2008,5,4,5,5,4
31728,17041,10009,2028,5,4,4,5,5
2166244,17041,26170,3018,5,3,4,5,5
1861914,17041,19413,2008,5,5,4,5,3
28846,17041,401,1001,5,3,4,5,5
101489,17041,11948,2005,5,3,5,4,4
31381,17041,11031,2028,4,4,5,5,5
25237,17041,1931,1014,5,4,4,4,3
24104,17041,3718,2008,5,4,4,4,3
24049,17041,10386,2008,4,5,4,5,5
37365,17041,9869,2008,4,4,4,5,4
31009,17041,932,1019,4,4,4,5,4
30865,17041,6362,2010,4,4,4,5,4
29866,17041,10641,2008,4,5,4,5,3
1983529,17041,26123,2028,4,4,5,4,3
31095,17041,9944,2015,4,4,3,5,4
30587,17041,11361,2010,4,3,4,4,5
26260,17041,9738,2003,4,4,5,4,3
24707,17041,24707,10386,4,5,4,4,3
24133,17041,9945,2008,4,4,4,4,4
24005,17041,10561,2028,4,3,4,4,5
2023885,17041,19972,2008,4,4,4,4,3
44985,17041,10567,1003,4,3,3,4,5
44033,17041,1233,2028,4,3,3,4,5
42570,17041,10561,2028,4,4,3,4,4
42171,17041,11948,2005,4,3,5,3,4
