CommentID,userID,shopID,shopDistrID,tasteScore,enviScore,serviceScore,hygieneScore,moneyScore
2143027,16798,5173,2008,4,4,3,4,3
2013299,16798,19348,2026,4,4,2,4,3
2021315,16798,24007,8888,4,4,2,3,3
2146143,16798,32076,1005,4,2,3,3,3
1976167,16798,26305,2026,3,5,2,3,3
2074748,16798,36076,3006,3,3,3,3,3
2069024,16798,39739,1022,3,3,3,3,2
1953806,16798,20995,3020,3,3,2,2,2
2159503,16798,49733,3020,48 for lunch plus 10%,Gyu Jin  (Tseung Kwan O),Recommended Dish(es):,Table Wait Time:,Date of Visit:,Spending per head:
2150490,16848,48493,2010,5,5,5,5,5
2150584,16848,26986,2001,5,5,5,5,5
2124371,16848,18220,2015,5,5,5,5,5
2118657,16848,40646,2001,5,5,5,5,5
2090071,16848,1793,2010,5,5,5,5,5
2065710,16848,778,2008,5,5,5,5,5
2057072,16848,17712,2010,5,5,5,5,5
2045897,16848,32495,2010,5,5,5,5,5
1931551,16848,21035,2008,5,5,5,5,5
45406,16848,9254,2010,5,5,5,5,5
31032,16848,9254,2010,5,5,5,5,5
28650,16848,1059,2008,5,5,5,5,5
28578,16848,3669,2008,5,5,5,5,5
27224,16848,9285,2015,5,5,5,5,5
26092,16848,10931,2030,5,5,5,5,5
25561,16848,1323,2006,5,5,5,5,5
24466,16848,9207,2010,5,5,5,5,5
2074971,16848,38796,2001,5,5,5,5,4
2016341,16848,15360,2026,5,5,5,5,4
2004979,16848,25935,2010,5,4,5,5,5
2002276,16848,2919,2008,5,4,5,5,5
1956750,16848,23462,2027,5,5,5,5,4
30817,16848,11245,2024,5,5,4,5,5
2089270,16848,31292,2002,5,4,5,5,4
2083961,16848,31995,3005,5,4,5,5,4
2019254,16848,1793,2010,5,4,5,5,4
2000661,16848,22639,2011,5,5,4,5,4
73237,16863,470,3002,5,4,5,4,5
80892,16863,14472,1004,5,3,5,4,5
73216,16863,10870,2010,4,3,3,3,4
75089,16863,12184,2008,3,4,1,3,2
100550,16863,10052,2008,3,4,3,1,1
25527,16863,10127,3007,3,4,1,3,1
1979355,16863,26876,4002,3,4,1,1,1
73223,16863,13578,2026,2,3,3,4,1
120453,16863,12982,2010,1,4,3,3,1
48295,16863,12568,2010,1,4,2,4,1
120419,16863,3436,2008,1,1,1,1,1
1963436,16872,14883,2008,5,5,5,5,5
1882669,16872,14883,2008,5,4,4,5,4
1882665,16872,14882,2008,4,4,4,5,3
1965261,16872,10078,3010,3,3,4,4,4
1963406,16872,10480,2008,3,4,4,4,3
1964102,16872,6794,3015,3,3,3,4,3
2069583,16872,42111,3022,3,3,3,3,3
1963399,16872,27094,3015,3,3,2,4,2
2053548,16872,26305,2026,3,3,1,2,3
1917504,16872,15635,2010,2,3,4,3,2
2204389,16872,54425,3015,1,3,3,3,1
23990,16874,10792,1009,5,4,5,5,4
1941767,16874,18070,1014,5,5,4,4,4
23956,16874,10563,2010,5,5,4,5,3
101855,16874,6626,1014,5,3,4,5,4
95433,16874,6780,1008,5,3,4,4,5
68380,16874,10215,1022,5,5,4,4,3
1908368,16874,13386,3007,5,4,3,4,4
79471,16874,2172,2008,5,3,3,4,5
70523,16874,13922,2026,5,4,4,4,3
24019,16874,5992,2019,5,4,4,4,3
23983,16874,1105,1019,5,4,4,4,3
1984473,16874,16899,2005,5,4,3,4,3
96221,16874,6337,1019,5,4,3,4,3
78584,16874,9781,1003,5,4,3,4,3
144629,16874,13288,2003,5,3,3,4,3
98433,16874,13328,1014,4,4,5,5,3
24541,16874,10348,1019,4,5,4,4,4
24180,16874,2848,1022,4,5,4,4,4
1914349,16874,4203,1003,4,4,5,4,3
1898548,16874,2084,1024,4,3,4,4,5
120299,16874,12944,1026,4,4,4,5,3
101897,16874,14381,1009,4,4,4,4,4
155254,16878,13780,1004,5,5,5,5,5
100109,16878,15364,2008,5,5,5,5,5
53078,16878,5213,2008,5,5,5,5,5
1888518,16878,13288,2003,5,4,5,5,5
173887,16878,15260,4002,5,5,5,4,5
158872,16878,12005,1021,5,5,5,5,4
152289,16878,12380,2008,5,5,5,5,4
148075,16878,2525,2026,5,4,5,5,5
143226,16878,594,2008,5,5,4,5,5
124342,16878,3245,2008,5,5,4,5,5
1933928,16878,1084,1019,5,5,5,4,4
1922503,16878,8772,3003,5,4,5,5,4
1873389,16878,5559,1001,5,4,5,5,4
180888,16878,15341,1003,5,5,4,5,4
165292,16878,14534,2008,5,5,5,5,3
157844,16878,10812,1019,5,4,5,4,5
153674,16878,17638,2003,5,4,4,5,5
153456,16878,17661,2008,5,4,4,5,5
148178,16878,16494,2008,5,4,5,4,5
147431,16878,15759,2008,5,4,4,5,5
142562,16878,9835,1003,5,5,4,5,4
129642,16878,5275,1003,5,5,4,5,4
124776,16878,16708,1019,5,4,5,5,4
1929492,16878,20174,2008,5,4,4,4,5
1890551,16878,10177,1009,5,4,4,5,4
1883575,16878,16171,2026,5,3,5,5,4
38759,16902,11983,2019,5,4,3,4,3
35275,16902,4216,2015,5,4,3,4,3
1988968,16902,426,3018,5,2,3,3,5
41943,16902,11336,2029,5,3,3,3,4
32856,16902,7738,1004,5,3,4,3,3
31497,16902,1491,1022,5,2,4,3,4
28049,16902,28049,468,5,3,3,3,4
27954,16902,27954,468,5,3,3,3,4
1988014,16902,25019,8816,5,3,3,3,3
43268,16902,10370,1022,5,2,4,3,3
43198,16902,1078,3001,5,3,3,3,3
42645,16902,7738,1004,5,3,3,3,3
36359,16902,36359,402,5,3,3,3,3
35278,16902,402,2001,5,3,3,3,3
24543,16902,10518,2019,5,2,3,3,4
1988012,16902,24435,8808,5,2,3,3,3
48772,16902,12846,1022,5,2,3,3,3
41192,16902,3553,2001,4,4,4,4,3
25567,16902,8802,1019,5,3,3,3,2
24921,16902,24921,10880,5,2,3,3,3
24793,16902,10880,2015,5,2,3,3,3
41941,16902,11543,2001,4,4,3,4,3
39376,16902,12047,1019,5,1,3,3,3
36662,16902,81,1022,4,4,3,4,3
25823,16902,10786,1019,4,4,4,5,1
25701,16902,10800,1019,4,4,3,4,3
25201,16902,10918,2019,5,2,2,3,3
2070441,16902,41865,1004,4,3,3,3,4
2180343,16941,2021,1003,5,5,5,5,5
2040373,16941,384,2015,5,5,5,5,5
1958178,16941,6201,2008,5,5,5,5,5
1939919,16941,21187,2008,5,5,5,5,5
1879795,16941,2938,2008,5,5,5,5,5
1870079,16941,3797,1003,5,5,5,5,5
23668,16941,7735,1003,5,5,5,5,5
2113295,16941,38194,2008,5,5,5,5,4
2001462,16941,30769,7101,5,5,5,4,5
1986274,16941,14483,1003,5,4,5,5,5
1964418,16941,494,1003,5,4,5,5,5
1916954,16941,911,2008,5,5,5,5,4
80981,16941,8914,1003,5,5,5,4,5
65364,16941,5847,1003,5,4,5,5,5
59001,16941,13180,2010,5,4,5,5,5
29571,16941,3096,2008,5,4,5,5,5
23665,16941,5966,2008,5,5,5,5,4
23663,16941,2659,1002,5,5,5,5,4
2193128,16941,1880,1011,5,5,4,4,5
2118911,16941,46514,1003,5,5,5,4,4
2079177,16941,39176,2008,5,4,5,4,5
2048809,16941,13359,1003,5,5,5,5,3
1974013,16941,22674,2008,5,4,4,5,5
1972257,16941,27123,1022,5,5,4,5,4
175670,16941,17229,1003,5,5,4,4,5
99862,16941,1085,2008,5,4,5,5,4
96577,16941,3589,3005,5,5,4,4,5
24010,16967,10723,2005,5,5,5,5,5
25109,16967,10897,2008,5,4,4,5,5
24475,16967,1149,3018,5,4,4,5,5
23820,16967,749,3003,5,4,4,5,5
2132055,16967,31574,2010,5,5,4,4,4
23721,16967,468,2013,5,4,4,4,5
2037243,16967,32231,2004,4,5,5,5,5
28705,16967,10304,2019,5,3,4,4,5
28690,16967,468,2013,5,3,4,4,5
2044343,16967,18826,2010,4,5,5,5,4
1947473,16967,20410,2029,4,4,5,5,5
24008,16967,7413,3005,4,5,4,5,5
2136210,16967,38366,2015,4,4,5,5,4
2037812,16967,14703,3003,4,4,4,4,5
26044,16967,10241,2008,4,4,4,5,4
26041,16967,3839,1019,4,4,4,5,4
2074363,16967,17826,2004,4,4,4,4,4
1958377,16967,23056,3003,4,4,4,4,4
1921231,16967,575,2008,4,4,4,4,4
1917515,16967,19958,2008,4,4,4,4,4
117125,16967,13299,3005,4,3,5,4,4
113227,16967,15707,3003,4,3,5,4,4
110351,16967,5096,2008,4,4,4,4,4
109960,16967,14612,2008,4,4,4,4,4
27096,16967,10723,2005,4,4,4,4,4
26696,16967,10383,3018,4,4,3,5,4
1958379,16967,18826,2010,4,4,4,4,3
107921,16967,14645,3005,4,3,4,4,4
25088,16968,25088,1737,5,5,5,5,5
24347,16968,1737,2008,4,5,5,5,4
25172,16968,90,2028,5,3,4,3,4
25777,16968,8044,2001,5,2,4,3,4
25521,16968,10955,2003,4,4,4,5,4
27768,16968,5522,1003,5,2,3,3,4
25717,16968,3676,2008,4,3,4,4,4
25252,16968,1102,2008,4,3,4,4,4
25086,16968,9945,2008,4,4,4,4,3
29740,16968,11127,2010,4,3,4,3,4
27253,16968,5966,2008,4,4,3,4,3
29741,16968,2810,2010,4,3,3,3,4
46870,16968,4017,1003,4,3,2,3,4
28835,16968,6632,2002,4,4,3,2,3
26692,16968,6777,1008,4,2,3,3,4
25775,16968,1615,2015,4,4,3,3,2
26754,16968,8284,1003,4,2,3,3,3
26693,16968,2504,1008,3,3,4,4,4
29743,16968,10918,2019,4,2,1,3,4
27717,16968,10974,2008,2,4,2,4,4
74388,16968,11704,2010,2,4,3,4,1
29158,16968,2670,2019,2,2,3,2,3
25087,16968,9962,2008,1,3,3,3,3
25251,16968,2559,2002,2,1,2,1,3
139657,16968,9780,2011,1,2,1,2,2
2177301,16983,14483,1003,5,5,5,5,4
52778,16983,10215,1022,5,5,5,5,4
38525,16983,574,2002,5,5,5,5,4
53189,16983,574,2002,5,5,5,5,3
51029,16983,3681,2008,5,5,5,5,3
49556,16983,574,2002,5,5,5,5,3
46439,16983,46439,9652,5,4,4,5,5
37218,16983,6702,3006,5,4,5,4,5
32659,16983,32659,10952,5,4,5,4,5
186818,16983,17547,1003,5,4,5,5,3
48435,16983,468,2013,5,3,5,4,5
51030,16983,9652,2008,5,3,3,5,5
49480,16983,2020,1003,5,4,4,4,4
48378,16983,10952,2013,5,3,5,3,5
44659,16983,5173,2008,4,5,5,5,5
161273,16983,17547,1003,5,4,4,4,3
53564,16983,778,2008,5,3,4,4,4
39245,16983,10952,2013,5,3,4,3,5
36353,16983,1507,1011,5,3,4,4,4
1951094,16983,18662,2028,5,3,4,2,5
147299,16983,12440,1003,5,3,4,4,3
103984,16983,11323,2008,4,5,4,4,5
95302,16983,2938,2008,5,4,4,4,2
44790,16983,9652,2008,5,3,4,4,3
74061,17031,9846,1019,5,4,4,4,4
100441,17031,6770,1008,5,3,3,4,5
68103,17031,875,1008,5,3,4,3,5
65951,17031,7951,1003,5,3,3,4,5
